Start,End,Minutos,Rental place,Return place
12/03/2024 15:52,12/03/2024 16:25,"32,35",San Cristobal,Churruca
12/03/2024 15:53,12/03/2024 15:59,"5,90",Plazoleta de Farray,Parque del Estadio Insular
12/03/2024 15:54,12/03/2024 16:03,"9,93",Plaza de España,Torre Woermann
12/03/2024 15:54,12/03/2024 16:00,"5,30",Plaza OShanahan,San Telmo
12/03/2024 15:57,12/03/2024 16:02,"5,55",Torre Woermann,Base Naval
12/03/2024 15:58,12/03/2024 16:04,"6,27",Churruca,Mercado Central
12/03/2024 15:59,12/03/2024 16:12,"13,18",Torre Las Palmas,San Telmo
12/03/2024 16:03,12/03/2024 16:08,"5,18",Oficina Sagulpa,Oficina Sagulpa
12/03/2024 16:03,12/03/2024 16:12,"8,92",Plaza de España,Aparcamiento Sanapu
12/03/2024 16:05,12/03/2024 16:42,"37,17",Churruca,Churruca
12/03/2024 16:08,12/03/2024 16:16,"8,45",Plaza OShanahan,Base Naval
12/03/2024 16:10,12/03/2024 17:16,"66,53",Cabildo de Gran Canaria,San Telmo
12/03/2024 16:10,12/03/2024 16:27,"17,22",Oficina Sagulpa,Mercado Central
12/03/2024 16:10,12/03/2024 16:24,"13,35",Ayuntamiento,Plaza del Pilar
12/03/2024 16:11,12/03/2024 16:30,"19,35",Teatro Perez Galdos,Oficina Sagulpa
12/03/2024 16:11,12/03/2024 16:30,"19,23",Teatro Perez Galdos,Oficina Sagulpa
12/03/2024 16:12,12/03/2024 16:31,"18,77",Obelisco,Base Naval
12/03/2024 16:12,12/03/2024 16:20,"8,05",Torre Las Palmas,Plaza de España
12/03/2024 16:12,12/03/2024 16:19,"6,35",Churruca,Plaza de España
12/03/2024 16:12,12/03/2024 16:17,"4,98",C.C. El Muelle,Las Canteras - Luis Morote
12/03/2024 16:16,12/03/2024 16:26,"10,67",Torre Woermann,Plaza del Pilar
12/03/2024 16:17,12/03/2024 16:24,"7,33",Torre Las Palmas,Torre Woermann
12/03/2024 16:17,12/03/2024 16:23,"6,18",Plaza Manuel Becerra,Torre Woermann
12/03/2024 16:18,12/03/2024 16:25,"6,83",Ayuntamiento,Plaza OShanahan
12/03/2024 16:19,12/03/2024 16:22,"3,45",Plaza del Pilar,Churruca
12/03/2024 16:20,12/03/2024 16:29,"9,13",San Telmo,Plaza OShanahan
12/03/2024 16:20,12/03/2024 16:30,"10,00",Plaza de España (elect.),Oficina Sitycleta (elect.)
12/03/2024 16:21,12/03/2024 16:45,"23,88",San Telmo,Parque Santa Catalina
12/03/2024 16:21,12/03/2024 16:24,"2,10",San Telmo,San Telmo
12/03/2024 16:23,12/03/2024 17:33,"70,60",Plaza de España,Plaza de España
12/03/2024 16:24,12/03/2024 16:45,"20,87",San Telmo,Parque Santa Catalina
12/03/2024 16:25,12/03/2024 16:41,"16,20",Canodromo,Parque Santa Catalina
12/03/2024 16:25,12/03/2024 16:48,"23,43",San Bernardo,Torre Woermann
12/03/2024 16:26,12/03/2024 17:34,"67,95",Plaza de España,Plaza de España (elect.)
12/03/2024 16:28,12/03/2024 16:42,"14,28",Barranquillo Don Zoilo,Churruca
12/03/2024 16:28,12/03/2024 16:30,"2,90",Base Naval,Parque Santa Catalina
12/03/2024 16:28,12/03/2024 16:42,"14,75",C.C. El Muelle,Leon y Castillo
12/03/2024 16:30,12/03/2024 16:47,"17,12",Plaza OShanahan,Plazoleta de Farray
12/03/2024 16:31,12/03/2024 16:48,"17,55",Plaza de la feria ,Las Canteras - Luis Morote
12/03/2024 16:31,12/03/2024 16:39,"8,93",Parque Santa Catalina,Plaza de España
12/03/2024 16:31,12/03/2024 17:19,"48,30",Plaza de España,San Telmo
12/03/2024 16:31,12/03/2024 16:49,"18,32",Plaza del Pilar,Oficina Sagulpa
12/03/2024 16:31,12/03/2024 16:50,"18,22",Plaza del Pilar,Oficina Sagulpa
12/03/2024 16:32,12/03/2024 16:34,"2,92",Plaza del Pilar,Churruca
12/03/2024 16:35,12/03/2024 16:44,"9,42",C.C. El Muelle,Base Naval
12/03/2024 16:36,12/03/2024 16:41,"5,53",Plaza de España,Churruca
12/03/2024 16:36,12/03/2024 17:00,"23,40",Plaza del Pilar,San Telmo
12/03/2024 16:37,12/03/2024 16:49,"12,27",Ayuntamiento,San Telmo
12/03/2024 16:38,12/03/2024 16:46,"8,22",Las Canteras - Luis Morote,Castillo de la Luz
12/03/2024 16:38,12/03/2024 16:42,"3,82",Cabildo de Gran Canaria,Plaza de la feria 
12/03/2024 16:38,12/03/2024 16:51,"12,93",Leon y Castillo,Base Naval
12/03/2024 16:43,12/03/2024 16:47,"4,75",Plaza OShanahan,Plaza de la feria 
12/03/2024 16:44,12/03/2024 16:53,"9,12",Plaza de España,Castillo de la Luz
12/03/2024 16:45,12/03/2024 16:57,"11,48",Base Naval,Plaza OShanahan
12/03/2024 16:48,12/03/2024 16:49,"1,38",Plaza de la feria ,Plaza de la feria 
12/03/2024 16:49,12/03/2024 17:00,"11,08",Oficina Sagulpa,C.C. El Muelle
12/03/2024 16:49,12/03/2024 17:09,"19,45",San Telmo,Las Canteras - Luis Morote
12/03/2024 16:50,12/03/2024 17:57,"67,22",Plaza de la feria ,Las Canteras - Luis Morote
12/03/2024 16:52,12/03/2024 16:56,"3,80",Churruca,Plazoleta de Farray
12/03/2024 16:52,12/03/2024 18:30,"97,92",Ayuntamiento,Mercado Central
12/03/2024 16:55,12/03/2024 17:16,"21,10",Parque Santa Catalina,San Telmo
12/03/2024 16:55,12/03/2024 17:09,"14,50",Leon y Castillo,Las Canteras - Luis Morote
12/03/2024 16:55,12/03/2024 17:11,"16,08",Base Naval,Teatro Perez Galdos
12/03/2024 16:55,12/03/2024 17:09,"14,05",Castillo de Mata (elect.),Plaza de España (elect.)
12/03/2024 16:55,12/03/2024 17:00,"4,50",Torre Woermann,Plaza Manuel Becerra
12/03/2024 16:55,12/03/2024 17:02,"6,87",Parque Santa Catalina,Plaza Manuel Becerra
12/03/2024 16:56,12/03/2024 17:06,"10,57",Oficina Sitycleta (elect.),Plaza de España (elect.)
12/03/2024 16:56,12/03/2024 17:10,"13,67",IES Mesa y Lopez,Cabildo de Gran Canaria
12/03/2024 16:57,12/03/2024 17:11,"14,05",Piscina Julio Navarro,Plazoleta de Farray
12/03/2024 16:58,12/03/2024 17:10,"11,92",Intermodal El Rincon,Parque del Estadio Insular
12/03/2024 16:58,12/03/2024 17:04,"6,00",Plaza OShanahan,Ayuntamiento
12/03/2024 16:58,12/03/2024 17:09,"10,87",Oficina Sagulpa,Teatro Perez Galdos
12/03/2024 17:01,12/03/2024 17:10,"9,05",Barranquillo Don Zoilo,IES Mesa y Lopez
12/03/2024 17:02,12/03/2024 17:18,"16,22",Plaza OShanahan,Churruca
12/03/2024 17:02,12/03/2024 17:31,"29,22",Parque Santa Catalina,San Telmo
12/03/2024 17:04,12/03/2024 17:18,"14,87",Plaza de la feria ,Plaza de España
12/03/2024 17:04,12/03/2024 17:10,"6,45",Parque del Estadio Insular,Piscina Julio Navarro
12/03/2024 17:05,12/03/2024 17:09,"4,55",Plaza de España,Churruca
12/03/2024 17:05,12/03/2024 17:31,"26,12",Parque Santa Catalina,San Telmo
12/03/2024 17:05,12/03/2024 17:06,"1,47",Plaza del Pilar,Plaza del Pilar
12/03/2024 17:05,12/03/2024 17:18,"12,87",Las Canteras - Luis Morote,Torre Woermann
12/03/2024 17:05,12/03/2024 17:10,"5,12",Plaza de España,Plaza de America
12/03/2024 17:07,12/03/2024 17:20,"12,80",Plaza del Pilar,Parque Santa Catalina
12/03/2024 17:08,12/03/2024 17:15,"6,77",Plaza del Pilar,Plaza de España
12/03/2024 17:08,12/03/2024 17:20,"11,93",Paseo de Chil - Av. Escaleritas,Torre Woermann
12/03/2024 17:09,12/03/2024 17:23,"14,30",Cabildo de Gran Canaria,Mercado Central
12/03/2024 17:09,12/03/2024 18:22,"72,40",C.C. El Muelle,C.C. El Muelle
12/03/2024 17:10,12/03/2024 17:21,"11,52",Base Naval,Obelisco
12/03/2024 17:11,12/03/2024 17:15,"3,98",ULPGC - Ingenieria,ULPGC - Polivalente I
12/03/2024 17:12,12/03/2024 17:28,"16,03",San Telmo,Ayuntamiento
12/03/2024 17:12,12/03/2024 17:19,"6,43",C.C. La Minilla,Plaza de España
12/03/2024 17:13,12/03/2024 17:35,"21,98",Teatro Perez Galdos,Plaza de España
12/03/2024 17:13,12/03/2024 17:30,"17,17",Castillo de Mata (elect.),Ayuntamiento
12/03/2024 17:14,12/03/2024 17:26,"11,82",Las Canteras - Luis Morote,Intermodal El Rincon
12/03/2024 17:16,12/03/2024 17:24,"8,12",Churruca,Las Canteras - Luis Morote
12/03/2024 17:16,12/03/2024 18:04,"48,22",Leon y Castillo,Leon y Castillo
12/03/2024 17:17,12/03/2024 18:05,"48,30",Leon y Castillo,Leon y Castillo
12/03/2024 17:19,12/03/2024 17:25,"5,40",Plaza de España (elect.),Parque Santa Catalina
12/03/2024 17:20,12/03/2024 17:21,"0,97",Plaza del Pilar,Plaza del Pilar
12/03/2024 17:20,12/03/2024 17:28,"7,92",Plaza OShanahan,Torre Las Palmas
12/03/2024 17:21,12/03/2024 17:29,"7,83",Plaza del Pilar,Plaza de España
12/03/2024 17:21,12/03/2024 17:27,"6,22",Piscina Julio Navarro,Leon y Castillo
12/03/2024 17:23,12/03/2024 17:33,"9,87",Churruca,Torre Woermann
12/03/2024 17:24,12/03/2024 17:37,"12,58",Parque del Estadio Insular,Leon y Castillo
12/03/2024 17:24,12/03/2024 18:03,"38,28",San Cristobal,Teatro Perez Galdos
12/03/2024 17:25,12/03/2024 17:41,"15,32",Oficina Sagulpa,Plazoleta de Farray
12/03/2024 17:26,12/03/2024 17:41,"15,18",Oficina de la Sitycleta,Plazoleta de Farray
12/03/2024 17:26,12/03/2024 19:31,"125,22",Parque del Estadio Insular,Parque Santa Catalina
12/03/2024 17:28,12/03/2024 17:41,"12,73",Plaza de España,Intermodal El Rincon
12/03/2024 17:30,12/03/2024 17:35,"5,18",Plaza Manuel Becerra,Torre Woermann
12/03/2024 17:30,12/03/2024 17:33,"2,78",Base Naval,C.C. El Muelle
12/03/2024 17:31,12/03/2024 17:37,"6,35",Plaza del Pilar,Plaza de España (elect.)
12/03/2024 17:32,12/03/2024 17:44,"11,75",C.C. La Minilla,Intermodal El Rincon
12/03/2024 17:33,12/03/2024 17:38,"4,13",Plaza OShanahan,Plaza de la feria 
12/03/2024 17:34,12/03/2024 17:38,"3,87",Plaza OShanahan,Plaza de la feria 
12/03/2024 17:34,12/03/2024 17:51,"16,78",C.C. El Muelle,Plaza de la feria 
12/03/2024 17:35,12/03/2024 17:52,"16,85",Piscina Julio Navarro,Base Naval
12/03/2024 17:35,12/03/2024 17:47,"11,62",Leon y Castillo,Base Naval
12/03/2024 17:37,12/03/2024 17:42,"5,30",Ayuntamiento,Plaza OShanahan
12/03/2024 17:37,12/03/2024 18:00,"22,50",Castillo de la Luz,San Telmo
12/03/2024 17:38,12/03/2024 17:44,"6,28",Plaza de España (elect.),Torre Las Palmas
12/03/2024 17:40,12/03/2024 17:52,"11,67",Castillo de la Luz,Base Naval
12/03/2024 17:41,12/03/2024 18:02,"21,15",San Telmo,Parque Santa Catalina
12/03/2024 17:41,12/03/2024 17:47,"5,65",Plaza de la feria ,San Telmo
12/03/2024 17:41,12/03/2024 17:51,"10,05",Barranquillo Don Zoilo,San Telmo
12/03/2024 17:44,12/03/2024 17:50,"5,65",Obelisco,San Telmo
12/03/2024 17:46,12/03/2024 17:54,"8,08",Torre Woermann,Base Naval
12/03/2024 17:47,12/03/2024 17:51,"4,42",Plaza OShanahan,Plaza de la feria 
12/03/2024 17:48,12/03/2024 17:57,"8,17",Leon y Castillo,Parque del Estadio Insular
12/03/2024 17:51,12/03/2024 18:24,"33,38",San Telmo,Torre Woermann
12/03/2024 17:51,12/03/2024 18:24,"33,40",San Telmo,Torre Woermann
12/03/2024 17:51,12/03/2024 17:55,"3,78",Mercado Central,Las Canteras - Luis Morote
12/03/2024 17:53,12/03/2024 18:09,"16,08",San Telmo,IES Mesa y Lopez
12/03/2024 17:54,12/03/2024 18:09,"14,97",Plaza OShanahan,Plaza del Pilar
12/03/2024 17:54,12/03/2024 18:06,"11,58",Plaza San Agustin,Plaza de la feria 
12/03/2024 17:55,12/03/2024 17:57,"2,22",Parque Santa Catalina,Parque Santa Catalina
12/03/2024 17:55,12/03/2024 18:09,"13,55",Plaza de la feria ,Parque Santa Catalina
12/03/2024 17:56,12/03/2024 18:05,"9,47",Canodromo,San Telmo
12/03/2024 17:56,12/03/2024 18:12,"15,77",Paseo de Chil - Av. Escaleritas,San Telmo
12/03/2024 17:58,12/03/2024 18:02,"3,97",Plazoleta de Farray,Churruca
12/03/2024 17:58,12/03/2024 18:24,"26,32",Parque Santa Catalina,San Telmo
12/03/2024 17:58,12/03/2024 18:16,"18,03",Torre Woermann,Plaza del Pilar
12/03/2024 17:59,12/03/2024 18:32,"33,22",San Telmo,Leon y Castillo
12/03/2024 17:59,12/03/2024 18:02,"3,62",Churruca,Plaza del Pilar
12/03/2024 17:59,12/03/2024 18:05,"6,20",Plaza Manuel Becerra,Torre Woermann
12/03/2024 17:59,12/03/2024 18:10,"10,28",Barranquillo Don Zoilo,Plaza de España
12/03/2024 18:00,12/03/2024 18:14,"13,35",Torre Woermann,Plaza del Pilar
12/03/2024 18:00,12/03/2024 18:14,"13,50",Torre Woermann,Plaza del Pilar
12/03/2024 18:01,12/03/2024 18:07,"6,45",Base Naval,Torre Woermann
12/03/2024 18:02,12/03/2024 18:28,"26,57",Castillo de la Luz,Parque Santa Catalina
12/03/2024 18:02,12/03/2024 18:20,"17,85",San Telmo,Base Naval
12/03/2024 18:03,12/03/2024 18:13,"10,18",Plaza del Pilar,Las Canteras - Luis Morote
12/03/2024 18:06,12/03/2024 18:12,"5,43",Plaza de España,Churruca
12/03/2024 18:08,12/03/2024 18:12,"4,05",Teatro Perez Galdos,San Telmo
12/03/2024 18:08,12/03/2024 18:16,"8,52",Plaza del Pilar,Plaza de España
12/03/2024 18:08,12/03/2024 18:15,"7,03",Plaza de la feria ,San Telmo
12/03/2024 18:08,12/03/2024 18:23,"15,10",Plaza de la feria ,Plazoleta de Farray
12/03/2024 18:09,12/03/2024 18:22,"13,35",Plaza OShanahan,Base Naval
12/03/2024 18:11,12/03/2024 18:20,"8,48",Torre Las Palmas,Plaza de la feria 
12/03/2024 18:12,12/03/2024 18:33,"21,88",San Telmo,Churruca
12/03/2024 18:12,12/03/2024 18:20,"8,18",Castillo de la Luz,Parque Santa Catalina
12/03/2024 18:13,12/03/2024 18:33,"20,68",San Telmo,Churruca
12/03/2024 18:15,12/03/2024 18:21,"6,37",Torre Las Palmas,C.C. El Muelle
12/03/2024 18:15,12/03/2024 18:38,"22,62",Plaza de la feria ,C.C. El Muelle
12/03/2024 18:17,12/03/2024 18:24,"7,62",Plaza de España (elect.),Plaza del Pilar
12/03/2024 18:19,12/03/2024 18:35,"15,50",San Telmo,C.C. El Muelle
12/03/2024 18:21,12/03/2024 18:47,"26,18",Oficina Sitycleta (elect.),Oficina Sitycleta (elect.)
12/03/2024 18:22,12/03/2024 18:45,"22,93",Cabildo de Gran Canaria,Parque Santa Catalina
12/03/2024 18:22,12/03/2024 18:26,"4,22",C.C. El Muelle,Base Naval
12/03/2024 18:23,12/03/2024 18:46,"22,97",Plaza de la feria ,Oficina de la Sitycleta
12/03/2024 18:23,12/03/2024 18:35,"11,68",Base Naval,Leon y Castillo
12/03/2024 18:26,12/03/2024 18:32,"6,20",San Telmo,Leon y Castillo
12/03/2024 18:26,12/03/2024 18:36,"9,63",Leon y Castillo,Cabildo de Gran Canaria
12/03/2024 18:26,12/03/2024 18:41,"14,53",Leon y Castillo,Base Naval
12/03/2024 18:27,12/03/2024 18:32,"5,03",ULPGC - Ingenieria,ULPGC - Polivalente I
12/03/2024 18:27,12/03/2024 18:45,"18,58",Plazoleta de Farray,C.C. El Muelle
12/03/2024 18:30,12/03/2024 18:47,"17,70",Plaza de la feria ,C.C. El Muelle
12/03/2024 18:31,12/03/2024 18:41,"10,42",Torre Las Palmas,Plaza de España
12/03/2024 18:31,12/03/2024 18:50,"18,72",San Bernardo,Plaza de España
12/03/2024 18:34,12/03/2024 18:45,"11,08",Leon y Castillo,Torre Las Palmas
12/03/2024 18:36,12/03/2024 18:54,"17,92",Obelisco,Plazoleta de Farray
12/03/2024 18:37,12/03/2024 18:49,"11,50",Obelisco,Mercado Central
12/03/2024 18:38,12/03/2024 18:50,"11,75",Castillo de Mata (elect.),Plaza de España (elect.)
12/03/2024 18:39,12/03/2024 18:58,"18,35",Teatro Perez Galdos,Base Naval
12/03/2024 18:40,12/03/2024 18:47,"7,33",Plaza de España,Plaza del Pilar
12/03/2024 18:40,12/03/2024 18:47,"6,20",Plaza de España,Plaza del Pilar
12/03/2024 18:41,12/03/2024 18:52,"10,98",IES Mesa y Lopez,Parque Santa Catalina
12/03/2024 18:41,12/03/2024 18:43,"1,78",San Telmo,San Telmo
12/03/2024 18:41,12/03/2024 19:17,"35,78",San Telmo,C.C. El Muelle
12/03/2024 18:42,12/03/2024 19:04,"21,48",Base Naval,San Telmo
12/03/2024 18:43,12/03/2024 18:48,"5,10",Torre Woermann,C.C. El Muelle
12/03/2024 18:44,12/03/2024 18:55,"11,67",Parque Santa Catalina,Ayuntamiento
12/03/2024 18:45,12/03/2024 18:57,"12,08",Leon y Castillo,Plaza de España
12/03/2024 18:46,12/03/2024 19:17,"31,13",San Telmo,C.C. El Muelle
12/03/2024 18:47,12/03/2024 19:04,"17,27",Teatro Perez Galdos,C.C. El Muelle
12/03/2024 18:50,12/03/2024 18:54,"4,03",Churruca,Churruca
12/03/2024 18:51,12/03/2024 19:00,"9,55",Leon y Castillo,San Bernardo
12/03/2024 18:51,12/03/2024 18:58,"6,22",Las Canteras - Luis Morote,Churruca
12/03/2024 18:52,12/03/2024 18:56,"4,07",Cabildo de Gran Canaria,Obelisco
12/03/2024 18:54,12/03/2024 19:04,"9,83",Plaza OShanahan,Teatro Perez Galdos
12/03/2024 18:54,12/03/2024 19:06,"12,17",Churruca,Castillo de la Luz
12/03/2024 18:54,12/03/2024 18:59,"4,08",Plaza de España,Churruca
12/03/2024 18:56,12/03/2024 19:15,"19,80",Plaza de España,Plaza de la feria 
12/03/2024 18:56,12/03/2024 19:19,"23,22",San Telmo,Parque del Estadio Insular
12/03/2024 18:57,12/03/2024 19:03,"6,02",San Telmo,Plaza de la feria 
12/03/2024 19:01,12/03/2024 19:15,"14,30",Villa de Zarauz,San Bernardo
12/03/2024 19:02,12/03/2024 19:26,"23,90",Cabildo de Gran Canaria,Torre Woermann
12/03/2024 19:03,12/03/2024 19:10,"7,58",Castillo de la Luz,Plazoleta de Farray
12/03/2024 19:03,12/03/2024 19:30,"27,73",Cabildo de Gran Canaria,Torre Woermann
12/03/2024 19:04,12/03/2024 19:13,"8,22",Churruca,Las Canteras - Luis Morote
12/03/2024 19:05,12/03/2024 19:18,"12,60",Churruca,Castillo de la Luz
12/03/2024 19:05,12/03/2024 19:18,"12,45",Churruca,C.C. El Muelle
12/03/2024 19:06,12/03/2024 19:23,"17,27",Plaza de España (elect.),Infecar (elec.)
12/03/2024 19:06,12/03/2024 19:13,"6,35",Base Naval,Churruca
12/03/2024 19:07,12/03/2024 19:34,"26,88",Barranquillo Don Zoilo,Ciudad de la Justicia
12/03/2024 19:09,12/03/2024 19:20,"11,45",Leon y Castillo,San Telmo
12/03/2024 19:09,12/03/2024 19:34,"25,37",Barranquillo Don Zoilo,Ciudad de la Justicia
12/03/2024 19:10,12/03/2024 19:20,"10,55",San Bernardo,Leon y Castillo
12/03/2024 19:13,12/03/2024 19:34,"21,23",Leon y Castillo,Plaza Manuel Becerra
12/03/2024 19:13,12/03/2024 19:18,"4,70",Las Canteras - Luis Morote,Mercado Central
12/03/2024 19:13,12/03/2024 19:17,"3,62",Churruca,Plazoleta de Farray
12/03/2024 19:14,12/03/2024 19:35,"20,83",Parque Santa Catalina,Teatro Perez Galdos
12/03/2024 19:14,12/03/2024 19:35,"20,82",Parque Santa Catalina,Teatro Perez Galdos
12/03/2024 19:17,12/03/2024 19:42,"24,65",Plaza OShanahan,Torre Woermann
12/03/2024 19:18,12/03/2024 19:38,"20,25",Las Canteras - Luis Morote,Plaza de la feria 
12/03/2024 19:19,12/03/2024 19:26,"7,20",Torre Woermann,Plaza de España
12/03/2024 19:19,12/03/2024 19:35,"16,17",Plaza OShanahan,Torre Woermann
12/03/2024 19:20,12/03/2024 19:31,"11,43",Base Naval,Plaza de la feria 
12/03/2024 19:21,12/03/2024 19:26,"5,57",C.C. El Muelle,Torre Las Palmas
12/03/2024 19:21,12/03/2024 19:30,"9,05",Parque Santa Catalina,Mercado Central
12/03/2024 19:22,12/03/2024 19:33,"10,40",San Telmo,Oficina de la Sitycleta
12/03/2024 19:22,12/03/2024 19:32,"9,58",Leon y Castillo,Teatro Perez Galdos
12/03/2024 19:26,12/03/2024 19:37,"11,08",San Telmo,Plaza OShanahan
12/03/2024 19:26,12/03/2024 19:38,"11,52",Churruca,Plazoleta de Farray
12/03/2024 19:27,12/03/2024 19:37,"10,75",San Telmo,Plaza OShanahan
12/03/2024 19:27,12/03/2024 19:43,"16,03",Torre Las Palmas,San Bernardo
12/03/2024 19:29,12/03/2024 19:51,"21,67",Las Canteras - Luis Morote,Plaza de la feria 
12/03/2024 19:30,12/03/2024 19:43,"13,13",Plaza del Pilar,Torre Woermann
12/03/2024 19:30,12/03/2024 19:35,"5,00",Plaza de España (elect.),Plaza de España (elect.)
12/03/2024 19:32,12/03/2024 19:53,"20,40",Plaza del Pilar,Plazoleta de Farray
12/03/2024 19:32,12/03/2024 19:35,"2,70",Gabinete Literario,Teatro Perez Galdos
12/03/2024 19:33,12/03/2024 19:59,"25,72",Oficina Sagulpa,Plazoleta de Farray
12/03/2024 19:33,12/03/2024 19:42,"8,48",Plaza de España,Plaza del Pilar
12/03/2024 19:34,12/03/2024 20:45,"70,70",Churruca,Plazoleta de Farray
12/03/2024 19:35,12/03/2024 19:39,"3,88",Piscina Julio Navarro,Parque del Estadio Insular
12/03/2024 19:35,12/03/2024 19:54,"18,85",Teatro Perez Galdos,C.C. El Muelle
12/03/2024 19:37,12/03/2024 19:48,"11,17",Plaza de España,Aparcamiento Sanapu
12/03/2024 19:37,12/03/2024 19:58,"21,55",Oficina de la Sitycleta,Plazoleta de Farray
12/03/2024 19:41,12/03/2024 19:45,"3,88",Plaza del Pilar,Churruca
12/03/2024 19:42,12/03/2024 19:53,"10,93",Oficina Sitycleta (elect.),Plaza de España (elect.)
12/03/2024 19:44,12/03/2024 20:07,"23,18",Teatro Perez Galdos,Base Naval
12/03/2024 19:45,12/03/2024 19:59,"13,93",Plaza del Pilar,Torre Woermann
12/03/2024 19:45,12/03/2024 19:52,"6,17",San Bernardo,Obelisco
12/03/2024 19:46,12/03/2024 19:59,"13,75",Plaza del Pilar,Torre Woermann
12/03/2024 19:46,12/03/2024 20:08,"21,85",C.C. El Muelle,Teatro Perez Galdos
12/03/2024 19:46,12/03/2024 19:57,"11,07",Torre Woermann,Churruca
12/03/2024 19:47,12/03/2024 20:02,"15,38",C.C. El Muelle,Plaza OShanahan
12/03/2024 19:49,12/03/2024 20:15,"26,03",San Telmo,Plaza de España (elect.)
12/03/2024 19:51,12/03/2024 19:57,"5,13",Plaza del Pilar,Plazoleta de Farray
12/03/2024 19:55,12/03/2024 20:00,"5,08",IES Mesa y Lopez,Mercado Central
12/03/2024 19:55,12/03/2024 20:02,"6,90",Plaza del Pilar,Plaza de España
12/03/2024 19:57,12/03/2024 20:03,"6,28",Mercado Central,C.C. El Muelle
12/03/2024 19:57,12/03/2024 20:10,"13,43",Ayuntamiento,San Telmo
12/03/2024 19:57,12/03/2024 20:08,"10,18",Parque Santa Catalina,Parque del Estadio Insular
12/03/2024 19:58,12/03/2024 20:15,"17,02",Plaza OShanahan,Vega de San Jose
12/03/2024 19:59,12/03/2024 20:08,"8,85",Castillo de la Luz,Plazoleta de Farray
12/03/2024 20:00,12/03/2024 20:17,"16,97",Teatro Perez Galdos,Plazoleta de Farray
12/03/2024 20:00,12/03/2024 20:05,"4,68",ULPGC - CC. Basicas,ULPGC - Polivalente I
12/03/2024 20:01,12/03/2024 20:25,"23,48",Plaza de la feria ,C.C. El Muelle
12/03/2024 20:03,12/03/2024 20:10,"6,70",Plazoleta de Farray,Mercado Central
12/03/2024 20:03,12/03/2024 20:13,"10,38",Plaza de España (elect.),Oficina Sitycleta (elect.)
12/03/2024 20:05,12/03/2024 20:15,"9,82",Plaza Manuel Becerra,Plazoleta de Farray
12/03/2024 20:05,12/03/2024 20:25,"20,17",Hoya de la Plata,Gabinete Literario
12/03/2024 20:05,12/03/2024 20:09,"4,32",Plazoleta de Farray,Churruca
12/03/2024 20:05,12/03/2024 20:21,"15,87",Las Canteras - Luis Morote,Leon y Castillo
12/03/2024 20:06,12/03/2024 20:21,"14,47",Plazoleta de Farray,Torre Las Palmas
12/03/2024 20:06,12/03/2024 20:15,"9,17",C.C. El Muelle,Plaza de España (elect.)
12/03/2024 20:08,12/03/2024 20:20,"11,63",Torre Las Palmas,Leon y Castillo
12/03/2024 20:09,12/03/2024 20:12,"2,70",Mercado Central,Mercado Central
12/03/2024 20:12,12/03/2024 20:18,"6,40",Plaza del Pilar,Parque Santa Catalina
12/03/2024 20:12,12/03/2024 20:19,"7,05",Las Canteras - Luis Morote,Plaza del Pilar
12/03/2024 20:14,12/03/2024 20:45,"31,80",Mercado Central,Plazoleta de Farray
12/03/2024 20:14,12/03/2024 20:21,"6,67",Plazoleta de Farray,Plaza de España
12/03/2024 20:16,12/03/2024 20:38,"21,48",Plaza de la feria ,Parque Santa Catalina
12/03/2024 20:16,12/03/2024 22:01,"104,73",Plaza de la feria ,Parque Santa Catalina
12/03/2024 20:17,12/03/2024 20:24,"7,27",San Telmo,Plaza OShanahan
12/03/2024 20:18,12/03/2024 21:11,"52,65",Las Canteras - Luis Morote,C.C. El Muelle
12/03/2024 20:19,12/03/2024 20:24,"4,82",Plaza OShanahan,Plaza de la feria 
12/03/2024 20:21,12/03/2024 20:29,"8,02",Barranquillo Don Zoilo,San Bernardo
12/03/2024 20:22,12/03/2024 20:26,"3,57",Plaza de la feria ,Leon y Castillo
12/03/2024 20:23,12/03/2024 20:35,"11,20",Plazoleta de Farray,Ayuntamiento
12/03/2024 20:24,12/03/2024 20:31,"7,73",Plaza del Pilar,Plaza de España
12/03/2024 20:28,12/03/2024 20:34,"6,00",Plaza de España,Churruca
12/03/2024 20:30,12/03/2024 20:35,"5,00",ULPGC - CC. Juridicas,ULPGC - Polivalente I
12/03/2024 20:32,12/03/2024 20:54,"21,62",Torre Woermann,San Telmo
12/03/2024 20:33,12/03/2024 20:47,"13,38",Obelisco,C.C. El Muelle
12/03/2024 20:34,12/03/2024 20:44,"9,87",C.C. La Minilla,Plaza de España
12/03/2024 20:35,12/03/2024 20:49,"14,12",Ciudad de la Justicia,Plaza de la feria 
12/03/2024 20:40,12/03/2024 20:44,"3,98",ULPGC - Biblioteca General,ULPGC - CC. Juridicas
12/03/2024 20:41,12/03/2024 21:01,"19,42",Parque Santa Catalina,Plaza de España
12/03/2024 20:42,12/03/2024 20:51,"9,02",Parque del Estadio Insular,Plaza OShanahan
12/03/2024 20:43,12/03/2024 20:50,"7,52",Canodromo,Plaza de España (elect.)
12/03/2024 20:45,12/03/2024 21:00,"14,45",C.C. El Muelle,Plaza de la feria 
12/03/2024 20:48,12/03/2024 20:55,"6,85",Torre Las Palmas,Plazoleta de Farray
12/03/2024 20:49,12/03/2024 20:52,"3,30",Churruca,Plazoleta de Farray
