Start,End,Minutos,Rental place,Return place
12/03/2024 20:50,12/03/2024 20:52,"2,43",Plaza de España (elect.),Plazoleta de Farray
12/03/2024 20:52,12/03/2024 21:11,"18,37",Teatro Perez Galdos,C.C. El Muelle
12/03/2024 20:56,12/03/2024 21:05,"8,60",Churruca,Base Naval
12/03/2024 21:02,12/03/2024 21:15,"12,85",Teatro Perez Galdos,Ayuntamiento
12/03/2024 21:02,12/03/2024 21:11,"9,02",Teatro Perez Galdos,Leon y Castillo
12/03/2024 21:05,12/03/2024 21:23,"18,30",Torre Las Palmas,Intermodal El Rincon
12/03/2024 21:06,12/03/2024 21:39,"32,83",Obelisco,Plaza del Pilar
12/03/2024 21:06,12/03/2024 21:32,"25,62",Obelisco,Las Canteras - Luis Morote
12/03/2024 21:11,12/03/2024 21:14,"2,97",Base Naval,Torre Las Palmas
12/03/2024 21:15,12/03/2024 21:25,"9,40",Castillo de la Luz,Churruca
12/03/2024 21:21,12/03/2024 21:25,"3,95",Churruca,Plazoleta de Farray
12/03/2024 21:22,12/03/2024 22:02,"39,58",San Telmo,Parque Santa Catalina
12/03/2024 21:31,12/03/2024 21:36,"5,65",Cabildo de Gran Canaria,Leon y Castillo
12/03/2024 21:33,12/03/2024 21:51,"17,35",Plaza de la feria ,Parque Santa Catalina
12/03/2024 21:33,12/03/2024 21:41,"8,05",Plaza de la feria ,Ayuntamiento
12/03/2024 21:38,12/03/2024 22:01,"22,32",Plazoleta de Farray,San Telmo
12/03/2024 21:38,12/03/2024 21:49,"10,60",Plaza de España (elect.),Castillo de Mata (elect.)
12/03/2024 21:38,12/03/2024 22:01,"22,08",Plazoleta de Farray,San Telmo
12/03/2024 21:38,12/03/2024 21:51,"12,23",San Bernardo,Piscina Julio Navarro
12/03/2024 21:42,12/03/2024 21:49,"7,15",Churruca,Parque Santa Catalina
12/03/2024 21:45,12/03/2024 21:53,"7,37",Churruca,Las Canteras - Luis Morote
12/03/2024 21:46,12/03/2024 21:53,"6,93",Churruca,Las Canteras - Luis Morote
12/03/2024 21:47,12/03/2024 21:56,"8,83",C.C. El Muelle,Mercado Central
12/03/2024 21:55,12/03/2024 22:02,"7,53",C.C. El Muelle,Parque del Estadio Insular
12/03/2024 21:59,12/03/2024 22:12,"12,32",Piscina Julio Navarro,Teatro Perez Galdos
12/03/2024 22:00,12/03/2024 22:16,"16,25",Plaza de España (elect.),Canodromo
12/03/2024 22:00,12/03/2024 22:13,"13,08",Churruca,Plaza del Pilar
12/03/2024 22:00,12/03/2024 22:13,"12,95",Plaza de España (elect.),Castillo de Mata (elect.)
12/03/2024 22:00,12/03/2024 22:13,"12,13",Base Naval,Cabildo de Gran Canaria
12/03/2024 22:01,12/03/2024 22:10,"8,43",Plazoleta de Farray,Castillo de la Luz
12/03/2024 22:03,12/03/2024 22:24,"20,83",Plaza de España,Ciudad de la Justicia
12/03/2024 22:04,12/03/2024 22:21,"17,52",Parque Santa Catalina,Gabinete Literario
12/03/2024 22:04,12/03/2024 22:11,"6,97",Plaza OShanahan,Cabildo de Gran Canaria
12/03/2024 22:06,12/03/2024 22:10,"4,03",Plazoleta de Farray,Churruca
12/03/2024 22:08,12/03/2024 22:21,"13,03",Plazoleta de Farray,Castillo de la Luz
12/03/2024 22:11,12/03/2024 22:17,"6,35",Plaza del Pilar,Plaza de España
12/03/2024 22:11,12/03/2024 22:21,"9,85",Plazoleta de Farray,Piscina Julio Navarro
12/03/2024 22:11,12/03/2024 22:23,"11,98",Plazoleta de Farray,Torre Las Palmas
12/03/2024 22:13,12/03/2024 22:31,"18,80",Plaza OShanahan,Ayuntamiento
12/03/2024 22:13,12/03/2024 22:21,"8,02",Parque Santa Catalina,Plaza Manuel Becerra
12/03/2024 22:14,12/03/2024 22:41,"26,38",Plaza de España,San Telmo
12/03/2024 22:17,12/03/2024 22:24,"6,87",C.C. El Muelle,Plazoleta de Farray
12/03/2024 22:19,12/03/2024 22:32,"13,10",Churruca,Plaza de España
12/03/2024 22:20,12/03/2024 22:30,"9,98",San Telmo,Plaza OShanahan
12/03/2024 22:20,12/03/2024 22:30,"9,57",San Telmo,Plaza OShanahan
12/03/2024 22:21,12/03/2024 22:28,"7,45",Las Canteras - Luis Morote,Plaza de España
12/03/2024 22:33,12/03/2024 22:37,"4,23",Plaza de la feria ,Plaza OShanahan
12/03/2024 22:35,12/03/2024 22:43,"7,42",Plaza de España,Castillo de la Luz
12/03/2024 22:43,12/03/2024 22:53,"10,65",Base Naval,Piscina Julio Navarro
12/03/2024 22:44,12/03/2024 22:54,"9,73",Base Naval,Castillo de la Luz
12/03/2024 22:44,12/03/2024 23:20,"35,28",Parque del Estadio Insular,Parque del Estadio Insular
12/03/2024 22:45,12/03/2024 22:56,"10,95",Aparcamiento Sanapu,Parque Santa Catalina
12/03/2024 22:46,12/03/2024 23:10,"24,12",Parque Santa Catalina,San Telmo
12/03/2024 22:46,12/03/2024 23:06,"20,00",Parque Santa Catalina,Piscina Julio Navarro
12/03/2024 22:46,12/03/2024 22:56,"10,27",Parque Santa Catalina,Plaza del Pilar
12/03/2024 22:47,12/03/2024 23:06,"19,17",Parque Santa Catalina,Obelisco
12/03/2024 22:47,12/03/2024 22:48,"1,23",San Bernardo,San Bernardo
12/03/2024 22:47,12/03/2024 22:52,"4,97",San Telmo,Plaza OShanahan
12/03/2024 22:48,12/03/2024 23:05,"17,08",San Bernardo,Torre Woermann
12/03/2024 22:50,12/03/2024 23:00,"10,10",Parque Santa Catalina,Parque del Estadio Insular
12/03/2024 22:53,12/03/2024 23:02,"8,70",Parque Santa Catalina,Ayuntamiento
12/03/2024 22:54,12/03/2024 22:59,"5,05",Castillo de la Luz,Parque Santa Catalina
12/03/2024 22:55,12/03/2024 23:11,"15,82",Plaza del Pilar,Oficina Sagulpa
12/03/2024 22:59,12/03/2024 23:04,"5,58",Mercado Central,Parque Santa Catalina
12/03/2024 22:59,12/03/2024 23:09,"9,83",Parque Santa Catalina,Plaza de España
13/03/2024 06:00,13/03/2024 06:13,"12,45",Base Naval,Intermodal El Rincon
13/03/2024 06:30,13/03/2024 06:38,"8,05",Mercado Central,Parque Santa Catalina
13/03/2024 06:31,13/03/2024 06:42,"10,20",Plazoleta de Farray,Intermodal El Rincon
13/03/2024 06:45,13/03/2024 06:53,"7,88",San Bernardo,Plaza OShanahan
13/03/2024 06:46,13/03/2024 07:00,"13,77",Plaza de España,Plaza de la feria 
13/03/2024 06:49,13/03/2024 07:01,"11,35",Plaza de España (elect.),Castillo de Mata (elect.)
13/03/2024 06:50,13/03/2024 06:59,"8,80",Las Canteras - Luis Morote,Plaza Manuel Becerra
13/03/2024 06:52,13/03/2024 07:00,"8,17",Castillo de la Luz,C.C. El Muelle
13/03/2024 06:57,13/03/2024 07:03,"5,45",Plazoleta de Farray,Aparcamiento Sanapu
13/03/2024 06:58,13/03/2024 07:00,"2,20",Las Canteras - Luis Morote,Parque Santa Catalina
13/03/2024 07:01,13/03/2024 07:07,"5,93",Mercado Central,Ayuntamiento
13/03/2024 07:03,13/03/2024 07:04,"1,05",Mercado Central,Mercado Central
13/03/2024 07:03,13/03/2024 07:09,"6,02",Barranquillo Don Zoilo,Plaza de la feria 
13/03/2024 07:04,13/03/2024 07:12,"8,62",Mercado Central,Mercado Central
13/03/2024 07:06,13/03/2024 07:26,"19,18",Gabinete Literario,Parque Santa Catalina
13/03/2024 07:07,13/03/2024 07:12,"5,15",Plaza de España,Churruca
13/03/2024 07:07,13/03/2024 07:20,"12,60",IES Mesa y Lopez,Plaza de la feria 
13/03/2024 07:11,13/03/2024 07:18,"7,22",Mercado Central,Churruca
13/03/2024 07:13,13/03/2024 07:20,"6,23",Parque Santa Catalina,Autoridad portuaria
13/03/2024 07:14,13/03/2024 07:34,"19,40",Oficina de la Sitycleta,San Cristobal
13/03/2024 07:17,13/03/2024 07:32,"14,55",Castillo de la Luz,Plaza de España (elect.)
13/03/2024 07:19,13/03/2024 07:24,"4,23",Plazoleta de Farray,C.C. El Muelle
13/03/2024 07:19,13/03/2024 07:24,"4,52",Plaza OShanahan,San Telmo
13/03/2024 07:20,13/03/2024 07:35,"15,23",Paseo de Chil - Av. Escaleritas,San Bernardo
13/03/2024 07:22,13/03/2024 07:45,"23,13",Paseo de Chil - Av. Escaleritas,San Cristobal
13/03/2024 07:22,13/03/2024 07:36,"13,45",C.C. La Minilla,Plaza de la feria 
13/03/2024 07:23,13/03/2024 07:39,"16,58",Plaza de America,Obelisco
13/03/2024 07:24,13/03/2024 07:35,"10,80",Plaza OShanahan,Plaza de España
13/03/2024 07:24,13/03/2024 07:51,"26,77",Plaza OShanahan,Muelle Deportivo
13/03/2024 07:27,13/03/2024 07:36,"9,47",Parque Santa Catalina,Oficina Sitycleta (elect.)
13/03/2024 07:27,13/03/2024 07:30,"2,68",Base Naval,C.C. El Muelle
13/03/2024 07:30,13/03/2024 07:36,"6,07",Plaza de America,Plazoleta de Farray
13/03/2024 07:31,13/03/2024 07:41,"10,63",Base Naval,Plaza OShanahan
13/03/2024 07:31,13/03/2024 07:35,"4,23",Gabinete Literario,San Telmo
13/03/2024 07:32,13/03/2024 07:52,"19,38",Plaza del Pilar,Plaza OShanahan
13/03/2024 07:33,13/03/2024 07:43,"9,93",Canodromo,Plaza de America
13/03/2024 07:34,13/03/2024 07:41,"7,73",Parque Santa Catalina,Plaza del Pilar
13/03/2024 07:36,13/03/2024 07:54,"17,35",Plazoleta de Farray,Obelisco
13/03/2024 07:37,13/03/2024 07:47,"9,90",Plaza de España (elect.),Oficina Sitycleta (elect.)
13/03/2024 07:37,13/03/2024 07:53,"15,90",Paseo de Chil - Av. Escaleritas,Plaza San Agustin
13/03/2024 07:38,13/03/2024 08:04,"26,22",C.C. El Muelle,San Cristobal
13/03/2024 07:40,13/03/2024 07:53,"13,20",Teatro Perez Galdos,San Cristobal
13/03/2024 07:40,13/03/2024 07:52,"12,47",Intermodal El Rincon,C.C. El Muelle
13/03/2024 07:40,13/03/2024 07:55,"14,60",Churruca,Piscina Julio Navarro
13/03/2024 07:41,13/03/2024 07:48,"7,80",Leon y Castillo,Ayuntamiento
13/03/2024 07:44,13/03/2024 07:50,"6,28",Parque Santa Catalina,Autoridad portuaria
13/03/2024 07:44,13/03/2024 07:47,"3,12",Plazoleta de Farray,Churruca
13/03/2024 07:45,13/03/2024 08:00,"15,17",Intermodal El Rincon,Base Naval
13/03/2024 07:46,13/03/2024 07:55,"9,38",Paseo de Chil - Av. Escaleritas,Base Naval
13/03/2024 07:46,13/03/2024 07:54,"7,72",Ayuntamiento,C.C. El Muelle
13/03/2024 07:47,13/03/2024 08:05,"18,53",Base Naval,Plaza de la feria 
13/03/2024 07:47,13/03/2024 07:58,"11,43",Base Naval,Plaza de la feria 
13/03/2024 07:47,13/03/2024 07:51,"4,52",Plazoleta de Farray,C.C. El Muelle
13/03/2024 07:47,13/03/2024 08:07,"20,40",Obelisco,Parque Santa Catalina
13/03/2024 07:47,13/03/2024 07:53,"5,95",Plaza del Pilar,Plazoleta de Farray
13/03/2024 07:49,13/03/2024 07:57,"7,83",San Telmo,Plaza OShanahan
13/03/2024 07:49,13/03/2024 08:04,"14,98",Plaza de España (elect.),Castillo de Mata (elect.)
13/03/2024 07:49,13/03/2024 07:54,"5,17",San Telmo,Obelisco
13/03/2024 07:50,13/03/2024 07:54,"4,32",Plaza de España,Churruca
13/03/2024 07:50,13/03/2024 07:54,"4,40",Churruca,Plaza de España
13/03/2024 07:50,13/03/2024 07:58,"7,43",Plaza OShanahan,San Telmo
13/03/2024 07:51,13/03/2024 07:59,"7,75",Castillo de Mata (elect.),Canodromo
13/03/2024 07:51,13/03/2024 08:08,"17,50",Plazoleta de Farray,Plaza de la feria 
13/03/2024 07:52,13/03/2024 08:01,"8,83",Plaza San Agustin,San Cristobal
13/03/2024 07:52,13/03/2024 09:24,"91,33",Plaza de España,Plaza de España (elect.)
13/03/2024 07:52,13/03/2024 08:02,"9,93",Plaza de España (elect.),Plaza Manuel Becerra (elect.)
13/03/2024 07:52,13/03/2024 08:02,"9,60",C.C. El Muelle,Plaza del Pilar
13/03/2024 07:53,13/03/2024 08:01,"8,55",Paseo de Chil - Av. Escaleritas,Las Canteras - Luis Morote
13/03/2024 07:53,13/03/2024 07:58,"5,27",Torre Woermann,Plazoleta de Farray
13/03/2024 07:53,13/03/2024 07:58,"5,13",Parque del Estadio Insular,Oficina Sagulpa
13/03/2024 07:55,13/03/2024 08:18,"23,37",Plaza de España (elect.),San Cristobal
13/03/2024 07:57,13/03/2024 08:02,"5,22",ULPGC - Polivalente I,ULPGC - Ingenieria
13/03/2024 07:57,13/03/2024 08:08,"11,45",Leon y Castillo,Mercado Central
13/03/2024 07:58,13/03/2024 08:04,"5,87",San Telmo,Leon y Castillo
13/03/2024 07:59,13/03/2024 08:11,"11,85",Plaza del Pilar,Churruca
13/03/2024 08:00,13/03/2024 08:09,"8,52",Paseo de Chil - Av. Escaleritas,Oficina Sagulpa
13/03/2024 08:01,13/03/2024 08:08,"6,97",Leon y Castillo,San Telmo
13/03/2024 08:02,13/03/2024 08:24,"21,88",Plaza OShanahan,San Cristobal
13/03/2024 08:02,13/03/2024 08:14,"11,25",Canodromo,Plaza de la feria 
13/03/2024 08:05,13/03/2024 08:21,"15,97",Ayuntamiento,Castillo de la Luz
13/03/2024 08:05,13/03/2024 08:11,"6,25",Plaza de España (elect.),Torre Woermann
13/03/2024 08:08,13/03/2024 08:28,"19,93",Base Naval,San Cristobal
13/03/2024 08:08,13/03/2024 08:16,"7,43",Teatro Perez Galdos,Plaza de la feria 
13/03/2024 08:11,13/03/2024 08:13,"1,63",Muelle Deportivo,Muelle Deportivo
13/03/2024 08:13,13/03/2024 08:24,"10,67",Castillo de Mata (elect.),Plaza de España (elect.)
13/03/2024 08:13,13/03/2024 08:21,"8,18",Cabildo de Gran Canaria,Teatro Perez Galdos
13/03/2024 08:14,13/03/2024 08:19,"5,92",Barranquillo Don Zoilo,Cabildo de Gran Canaria
13/03/2024 08:14,13/03/2024 08:28,"13,05",Paseo de Chil - Av. Escaleritas,San Telmo
13/03/2024 08:17,13/03/2024 08:25,"8,00",Base Naval,Torre Woermann
13/03/2024 08:19,13/03/2024 08:25,"5,83",Parque Santa Catalina,Autoridad portuaria
13/03/2024 08:20,13/03/2024 08:34,"14,50",Piscina Julio Navarro,San Telmo
13/03/2024 08:20,13/03/2024 08:36,"15,60",Mercado Central,Parque Santa Catalina
13/03/2024 08:21,13/03/2024 08:38,"17,18",Plaza del Pilar,Plaza OShanahan
13/03/2024 08:22,13/03/2024 08:33,"10,67",San Bernardo,Plaza OShanahan
13/03/2024 08:22,13/03/2024 08:32,"10,13",Barranquillo Don Zoilo,Churruca
13/03/2024 08:22,13/03/2024 08:29,"6,32",Cabildo de Gran Canaria,Leon y Castillo
13/03/2024 08:23,13/03/2024 08:33,"10,40",Mercado Central,Plaza del Pilar
13/03/2024 08:24,13/03/2024 08:46,"21,33",Torre Woermann,San Telmo
13/03/2024 08:25,13/03/2024 08:34,"9,05",Leon y Castillo,San Bernardo
13/03/2024 08:26,13/03/2024 08:42,"15,83",Base Naval,Ayuntamiento
13/03/2024 08:28,13/03/2024 08:35,"6,68",Base Naval,Oficina de la Sitycleta
13/03/2024 08:30,13/03/2024 08:44,"14,43",Torre Woermann,Base Naval
13/03/2024 08:31,13/03/2024 08:33,"1,42",Paseo de Chil - Av. Escaleritas,Paseo de Chil - Av. Escaleritas
13/03/2024 08:32,13/03/2024 08:44,"11,93",Paseo de Chil - Av. Escaleritas,Plaza de la feria 
13/03/2024 08:33,13/03/2024 08:42,"9,52",Piscina Julio Navarro,San Telmo
13/03/2024 08:33,13/03/2024 08:46,"13,12",Torre Las Palmas,Obelisco
13/03/2024 08:33,13/03/2024 08:41,"7,52",Paseo de Chil - Av. Escaleritas,Plaza de America
13/03/2024 08:33,13/03/2024 08:54,"21,30",Las Canteras - Luis Morote,Plaza del Pilar
13/03/2024 08:33,13/03/2024 08:48,"14,37",Piscina Julio Navarro,Plazoleta de Farray
13/03/2024 08:33,13/03/2024 08:46,"13,00",Piscina Julio Navarro,San Telmo
13/03/2024 08:34,13/03/2024 08:46,"12,05",Plaza de España (elect.),Castillo de Mata (elect.)
13/03/2024 08:40,13/03/2024 09:09,"28,50",Castillo de Mata (elect.),El Sebadal (elec.)
13/03/2024 08:41,13/03/2024 08:50,"9,78",C.C. El Muelle,IES Mesa y Lopez
13/03/2024 08:41,13/03/2024 08:54,"12,67",Plaza del Pilar,Plaza del Pilar
13/03/2024 08:42,13/03/2024 08:51,"9,90",Parque Santa Catalina,Plaza del Pilar
13/03/2024 08:43,13/03/2024 08:51,"8,12",Paseo de Chil - Av. Escaleritas,Obelisco
13/03/2024 08:44,13/03/2024 08:49,"5,30",Plaza OShanahan,Plaza de la feria 
13/03/2024 08:44,13/03/2024 08:48,"4,30",Plaza OShanahan,Obelisco
13/03/2024 08:44,13/03/2024 09:13,"28,45",Plaza del Pilar,San Telmo
13/03/2024 08:44,13/03/2024 08:50,"5,38",Leon y Castillo,San Telmo
13/03/2024 08:45,13/03/2024 09:08,"23,43",Cabildo de Gran Canaria,Ayuntamiento
13/03/2024 08:46,13/03/2024 08:58,"11,88",Parque Santa Catalina,Ayuntamiento
13/03/2024 08:47,13/03/2024 09:12,"24,77",San Telmo,Plazoleta de Farray
13/03/2024 08:47,13/03/2024 08:56,"8,72",Piscina Julio Navarro,Plazoleta de Farray
13/03/2024 08:49,13/03/2024 09:07,"17,40",Cabildo de Gran Canaria,San Cristobal
13/03/2024 08:49,13/03/2024 09:00,"11,07",Plaza OShanahan,San Telmo
13/03/2024 08:49,13/03/2024 08:57,"7,57",San Telmo,Plaza OShanahan
13/03/2024 08:50,13/03/2024 08:55,"5,12",Base Naval,Plaza de España (elect.)
13/03/2024 08:50,13/03/2024 08:55,"4,23",Plaza del Pilar,Churruca
13/03/2024 08:50,13/03/2024 09:11,"20,85",Plaza del Pilar,Oficina de la Sitycleta
13/03/2024 08:50,13/03/2024 08:59,"8,57",Plazoleta de Farray,Castillo de la Luz
13/03/2024 08:51,13/03/2024 09:05,"14,23",Plazoleta de Farray,Plaza OShanahan
13/03/2024 08:51,13/03/2024 08:58,"7,60",Leon y Castillo,San Bernardo
13/03/2024 08:51,13/03/2024 09:12,"21,03",Plaza del Pilar,Oficina de la Sitycleta
13/03/2024 08:51,13/03/2024 09:01,"9,60",Plaza OShanahan,Gabinete Literario
13/03/2024 08:52,13/03/2024 08:59,"6,92",Aparcamiento Sanapu,Plazoleta de Farray
13/03/2024 08:52,13/03/2024 09:07,"15,00",Plaza de America,Oficina de la Sitycleta
13/03/2024 08:53,13/03/2024 09:10,"17,05",Plaza de la feria ,Plazoleta de Farray
13/03/2024 08:53,13/03/2024 08:58,"4,47",Parque Santa Catalina,Base Naval
13/03/2024 08:53,13/03/2024 09:12,"19,03",Teatro Perez Galdos,Plaza de la feria 
13/03/2024 08:54,13/03/2024 09:09,"15,43",Plaza de la feria ,Plaza de España (elect.)
13/03/2024 08:54,13/03/2024 09:02,"7,48",Parque del Estadio Insular,Plaza de la feria 
13/03/2024 08:56,13/03/2024 09:11,"15,75",Churruca,Oficina Sagulpa
13/03/2024 08:58,13/03/2024 09:04,"5,88",Plaza del Pilar,Plazoleta de Farray
13/03/2024 08:59,13/03/2024 09:14,"15,08",Mercado Central,Obelisco
13/03/2024 08:59,13/03/2024 09:06,"7,17",C.C. La Minilla,Churruca
13/03/2024 08:59,13/03/2024 09:03,"3,45",Plazoleta de Farray,Plazoleta de Farray
13/03/2024 08:59,13/03/2024 09:17,"17,95",Plaza de España,Ayuntamiento
13/03/2024 09:02,13/03/2024 09:15,"13,23",IES Mesa y Lopez,Torre Woermann
13/03/2024 09:02,13/03/2024 09:06,"4,25",Cabildo de Gran Canaria,San Bernardo
13/03/2024 09:03,13/03/2024 09:10,"7,00",Leon y Castillo,Cabildo de Gran Canaria
13/03/2024 09:04,13/03/2024 09:15,"11,25",Ayuntamiento,Teatro Perez Galdos
13/03/2024 09:05,13/03/2024 09:18,"13,28",IES Mesa y Lopez,Obelisco
13/03/2024 09:06,13/03/2024 09:28,"22,07",San Telmo,Plaza de España (elect.)
13/03/2024 09:06,13/03/2024 09:22,"16,12",Plaza de España,Plaza de España
13/03/2024 09:06,13/03/2024 09:43,"36,20",San Telmo,Piscina Julio Navarro
13/03/2024 09:07,13/03/2024 09:10,"3,65",Plazoleta de Farray,Plaza de España
13/03/2024 09:07,13/03/2024 09:26,"18,10",IES Mesa y Lopez,Piscina Julio Navarro
13/03/2024 09:10,13/03/2024 09:23,"12,60",Plaza de España (elect.),Castillo de Mata (elect.)
13/03/2024 09:12,13/03/2024 09:16,"4,10",Intermodal El Rincon,Plaza del Pilar
13/03/2024 09:12,13/03/2024 09:21,"9,03",Plazoleta de Farray,Torre Woermann
13/03/2024 09:13,13/03/2024 09:20,"7,87",Oficina Sagulpa,Base Naval
13/03/2024 09:13,13/03/2024 09:15,"2,22",Plaza de España (elect.),Plaza de España
13/03/2024 09:14,13/03/2024 09:27,"12,03",Paseo de Chil - Av. Escaleritas,San Bernardo
13/03/2024 09:15,13/03/2024 09:33,"17,38",Cabildo de Gran Canaria,Plaza del Pilar
13/03/2024 09:15,13/03/2024 09:25,"9,90",Plaza de España (elect.),Piscina Julio Navarro
13/03/2024 09:15,13/03/2024 09:23,"8,00",Cabildo de Gran Canaria,Plaza OShanahan
13/03/2024 09:16,13/03/2024 09:28,"12,17",Intermodal El Rincon,Plaza de España
13/03/2024 09:16,13/03/2024 11:14,"118,53",Plazoleta de Farray,Plaza de la feria 
13/03/2024 09:16,13/03/2024 09:22,"5,87",Plaza de España,Parque Santa Catalina
13/03/2024 09:16,13/03/2024 09:36,"20,05",Plazoleta de Farray,Plaza de la feria 
13/03/2024 09:17,13/03/2024 09:24,"6,33",Obelisco,Teatro Perez Galdos
13/03/2024 09:18,13/03/2024 09:21,"3,55",Oficina de la Sitycleta,Oficina Sagulpa
13/03/2024 09:19,13/03/2024 09:28,"8,68",Ayuntamiento,Ayuntamiento
13/03/2024 09:21,13/03/2024 09:26,"5,20",C.C. El Muelle,Plazoleta de Farray
13/03/2024 09:21,13/03/2024 09:30,"9,38",Vega de San Jose,Ciudad Deportiva
13/03/2024 09:25,13/03/2024 09:33,"8,55",Plaza de la feria ,Torre Las Palmas
13/03/2024 09:25,13/03/2024 09:43,"18,30",Oficina Sagulpa,Plaza San Agustin
13/03/2024 09:27,13/03/2024 09:40,"13,68",Torre Woermann,Plaza del Pilar
13/03/2024 09:27,13/03/2024 10:17,"49,78",San Telmo,Plaza de la feria 
13/03/2024 09:27,13/03/2024 10:17,"49,68",San Telmo,Plaza de la feria 
13/03/2024 09:29,13/03/2024 09:35,"5,92",Paseo de Chil - Av. Escaleritas,Mercado Central
13/03/2024 09:29,13/03/2024 09:35,"5,70",Paseo de Chil - Av. Escaleritas,Mercado Central
13/03/2024 09:29,13/03/2024 09:51,"21,40",Plaza OShanahan,Churruca
13/03/2024 09:29,13/03/2024 09:36,"6,98",Plaza del Pilar,Plaza de España
13/03/2024 09:30,13/03/2024 09:43,"12,95",Torre Las Palmas,Plaza del Pilar
13/03/2024 09:31,13/03/2024 09:41,"9,52",Torre Woermann,Plaza del Pilar
13/03/2024 09:31,13/03/2024 09:36,"4,77",San Bernardo,Cabildo de Gran Canaria
13/03/2024 09:33,13/03/2024 09:39,"6,78",Ayuntamiento,Base Naval
13/03/2024 09:33,13/03/2024 09:39,"5,92",Torre Las Palmas,Parque Santa Catalina
13/03/2024 09:33,13/03/2024 09:51,"17,92",Castillo de Mata (elect.),Plaza de España (elect.)
13/03/2024 09:33,13/03/2024 09:39,"5,47",Plaza de España,C.C. El Muelle
13/03/2024 09:36,13/03/2024 09:43,"6,88",Plazoleta de Farray,Plaza del Pilar
13/03/2024 09:39,13/03/2024 09:46,"7,05",Plazoleta de Farray,Plaza del Pilar
13/03/2024 09:39,13/03/2024 09:42,"2,88",Torre Las Palmas,Base Naval
13/03/2024 09:40,13/03/2024 09:59,"18,95",Vega de San Jose,Obelisco
13/03/2024 09:42,13/03/2024 09:52,"10,70",Leon y Castillo,Gabinete Literario
13/03/2024 09:44,13/03/2024 09:54,"10,82",Torre Woermann,Plaza del Pilar
13/03/2024 09:45,13/03/2024 10:51,"65,15",Las Canteras - Luis Morote,San Telmo
13/03/2024 09:47,13/03/2024 09:59,"12,00",Plaza de la feria ,Mercado Central
13/03/2024 09:47,13/03/2024 09:59,"11,80",Plaza de la feria ,Mercado Central
13/03/2024 09:48,13/03/2024 10:02,"14,93",Cabildo de Gran Canaria,Parque del Estadio Insular
13/03/2024 09:48,13/03/2024 09:56,"8,40",Churruca,Mercado Central
13/03/2024 09:48,13/03/2024 09:54,"6,40",Parque Santa Catalina,Plaza Manuel Becerra (elect.)
13/03/2024 09:50,13/03/2024 09:56,"5,87",Castillo de la Luz,C.C. El Muelle
13/03/2024 09:51,13/03/2024 10:51,"60,35",Las Canteras - Luis Morote,San Telmo
13/03/2024 09:52,13/03/2024 10:02,"10,00",Plaza del Pilar,C.C. El Muelle
13/03/2024 09:54,13/03/2024 10:03,"8,52",Torre Las Palmas,C.C. El Muelle
13/03/2024 09:55,13/03/2024 10:34,"38,42",Plaza del Pilar,Las Canteras - Luis Morote
13/03/2024 10:01,13/03/2024 10:12,"11,38",El Sebadal (elec.),Plaza de España (elect.)
13/03/2024 10:01,13/03/2024 10:12,"11,33",Oficina de la Sitycleta,Mercado Central
13/03/2024 10:05,13/03/2024 10:16,"11,00",Ayuntamiento,San Telmo
13/03/2024 10:08,13/03/2024 10:12,"3,93",San Telmo,Plaza de la feria 
13/03/2024 10:13,13/03/2024 10:23,"9,78",Plaza del Pilar,Parque Santa Catalina
13/03/2024 10:13,13/03/2024 10:27,"13,57",Oficina de la Sitycleta,Plaza de America
13/03/2024 10:13,13/03/2024 10:27,"13,35",Oficina de la Sitycleta,Plaza de America
13/03/2024 10:14,13/03/2024 10:27,"13,33",Oficina de la Sitycleta,Plaza de America
13/03/2024 10:14,13/03/2024 10:27,"13,15",Oficina de la Sitycleta,Plaza de America
13/03/2024 10:14,13/03/2024 12:05,"111,50",Castillo de Mata (elect.),Castillo de Mata (elect.)
